"Title","Platform","Playing","Backlog","Replay","Stalled","Blocked","","Completed","Retired","Completed","Progress","Main Story","Main Story Notes","Main + Extras","Main + Extras Notes","Completionist","Completionist Notes","Speed Any%","Speed Any% Notes","Speed 100%","Speed 100% Notes","Co-Op","Multi-Player","General Notes","Storefront","Review","Review Notes","Added","Updated"
"Fate/Samurai Remnant","Nintendo Switch","","","","","","","✓","","2023-10-05","34:28:00","--","","23:44:00","Flames of Resentment & joke ending. Lunar Chronicle 74%, Digressions 65%.","34:28:00","All endings & most quests completed. Lunar Chronicle 99%, Digressions 94%.","--","","--","","--","--","","Nintendo eShop","80","","2023-09-28 14:28:01","2023-10-05 12:30:06"
